@relation training_keyboard.arff-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-Llast

@attribute Pacman_posx numeric
@attribute Pacman_posy numeric
@attribute Number_ghosts numeric
@attribute Ghost1_Distance numeric
@attribute Ghost2_Distance numeric
@attribute Ghost3_Distance numeric
@attribute Ghost4_Distance numeric
@attribute Ghost1_Posx numeric
@attribute Ghost1_Posy numeric
@attribute Ghost2_Posx numeric
@attribute Ghost2_Posy numeric
@attribute Ghost3_Posx numeric
@attribute Ghost3_Posy numeric
@attribute Ghost4_Posx numeric
@attribute Ghost4_Posy numeric
@attribute Living_Ghost1 {True,False}
@attribute Living_Ghost2 {True,False}
@attribute Living_Ghost3 {True,False}
@attribute Living_Ghost4 {True,False}
@attribute Ghost1_Direction {North,South,East,West,Stop,None}
@attribute Ghost2_Direction {North,South,East,West,Stop,None}
@attribute Ghost3_Direction {North,South,East,West,Stop,None}
@attribute Ghost4_Direction {North,South,East,West,Stop,None}
@attribute pacDots numeric
@attribute Dist_nearest_pacDots numeric
@attribute Pacman_direction {North,South,East,West,Stop}
@attribute Score numeric
@attribute East_Legal {True,False}
@attribute West_Legal {True,False}
@attribute North_Legal {True,False}
@attribute South_Legal {True,False}
@attribute FutureScore numeric

@data
21,19,4,17,14,13,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,204,1,North,2473,False,False,True,True,2572
21,20,4,18,15,14,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,203,1,North,2572,False,False,True,True,2671
21,21,4,19,16,15,12,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,202,1,North,2671,True,True,True,True,2770
21,22,4,20,17,16,13,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,201,1,North,2770,False,False,True,True,2869
21,23,4,21,18,17,14,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,200,1,North,2869,False,False,True,True,2968
21,24,4,22,19,18,15,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,1,North,2968,False,False,True,True,3067
21,25,4,23,20,19,16,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,198,1,West,3067,True,True,False,True,3166
20,25,4,22,19,18,15,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,197,1,West,3166,True,True,False,False,3265
19,25,4,21,18,17,14,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,196,1,West,3265,True,True,False,False,3364
18,25,4,20,17,16,13,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,195,1,West,3364,True,True,False,False,3463
17,25,4,19,16,15,12,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,194,1,West,3463,True,True,False,False,3562
16,25,4,18,15,14,13,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,193,1,West,3562,True,True,False,False,3661
15,25,4,17,14,13,14,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,192,1,South,3661,True,False,False,True,3760
15,24,4,16,13,12,13,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,191,1,South,3760,False,False,True,True,3859
15,23,4,15,12,11,12,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,190,1,South,3859,False,False,True,True,3958
15,22,4,14,11,10,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,189,1,South,3958,False,False,True,True,4057
15,21,4,13,10,9,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,188,1,West,4057,True,True,True,False,4156
14,21,4,12,9,8,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,187,1,West,4156,True,True,False,False,4255
13,21,4,11,8,9,12,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,186,1,West,4255,True,True,False,False,4354
12,21,4,10,9,10,13,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,185,1,North,4354,True,True,True,False,4453
12,22,4,11,10,11,14,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,184,1,North,4453,False,False,True,True,4552
12,23,4,12,11,12,15,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,183,1,North,4552,False,False,True,True,4651
12,24,4,13,12,13,16,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,182,1,North,4651,False,False,True,True,4750
12,25,4,14,13,14,17,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,181,1,West,4750,False,True,False,True,4849
11,25,4,13,14,15,18,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,180,1,West,4849,True,True,False,False,4948
10,25,4,12,15,16,19,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,179,1,West,4948,True,True,False,False,5047
9,25,4,13,16,17,20,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,178,1,West,5047,True,True,False,False,5146
8,25,4,14,17,18,21,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,177,1,West,5146,True,True,False,False,5245
7,25,4,15,18,19,22,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,176,1,West,5245,True,True,False,False,5344
6,25,4,16,19,20,23,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,175,1,West,5344,True,True,False,True,5443
5,25,4,17,20,21,24,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,174,1,West,5443,True,True,False,False,5542
4,25,4,18,21,22,25,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,173,1,West,5542,True,True,False,False,5641
3,25,4,19,22,23,26,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,172,1,West,5641,True,True,False,False,5740
2,25,4,20,23,24,27,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,171,1,West,5740,True,True,False,False,5839
1,25,4,21,24,25,28,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,170,1,South,5839,True,False,False,True,5938
1,24,4,20,23,24,27,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,169,2,South,5938,False,False,True,True,5937
1,23,4,19,22,23,26,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,169,1,South,5937,False,False,True,True,6036
1,22,4,18,21,22,25,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,168,1,South,6036,False,False,True,True,6135
1,21,4,17,20,21,24,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,167,1,East,6135,True,False,True,True,6234
2,21,4,16,19,20,23,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,166,1,East,6234,True,True,False,False,6333
3,21,4,15,18,19,22,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,165,1,East,6333,True,True,False,False,6432
4,21,4,14,17,18,21,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,164,1,East,6432,True,True,False,False,6531
5,21,4,13,16,17,20,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,163,1,East,6531,True,True,False,False,6630
6,21,4,12,15,16,19,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,162,1,East,6630,True,True,True,True,6729
7,21,4,11,14,15,18,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,161,1,East,6729,True,True,False,False,6828
8,21,4,10,13,14,17,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,160,1,East,6828,True,True,False,False,6927
9,21,4,9,12,13,16,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,159,1,South,6927,True,True,False,True,7026
9,20,4,8,11,12,15,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,158,1,South,7026,False,False,True,True,7125
9,19,4,7,10,11,14,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,157,1,South,7125,False,False,True,True,7224
9,18,4,6,9,10,13,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,156,1,East,7224,True,False,True,False,7323
10,18,4,5,8,9,12,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,155,1,East,7323,True,True,False,False,7422
11,18,4,6,7,8,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,154,1,East,7422,True,True,False,False,7521
12,18,4,7,6,7,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,153,3,South,7521,False,True,False,True,7520
12,17,4,6,5,6,9,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,153,4,South,7520,False,False,True,True,7519
12,16,4,5,4,5,8,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,153,5,South,7519,False,False,True,True,7518
12,15,4,4,3,4,7,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,153,6,East,7518,True,True,True,False,7517
13,15,4,5,2,3,6,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,153,5,East,7517,True,True,False,True,7516
14,15,4,6,3,2,5,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,153,4,South,7516,True,True,False,True,7515
14,14,4,5,2,1,4,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,153,5,South,7515,False,True,True,True,7714
14,13,4,4,1,10000,3,10,13,13,13,5,1,17,13,True,True,False,True,Stop,Stop,Stop,Stop,153,5,West,7714,True,True,True,False,7913
13,13,4,3,10000,10000,4,10,13,3,1,5,1,17,13,True,False,False,True,Stop,Stop,Stop,Stop,153,5,West,7913,True,True,True,False,7912
12,13,4,2,10000,10000,5,10,13,3,1,5,1,17,13,True,False,False,True,Stop,Stop,Stop,Stop,153,4,West,7912,True,True,False,False,7911
11,13,4,1,10000,10000,6,10,13,3,1,5,1,17,13,True,False,False,True,Stop,Stop,Stop,Stop,153,4,West,7911,True,True,False,False,8110
10,13,4,10000,10000,10000,7,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,153,4,East,8110,True,False,False,False,8109
11,13,4,10000,10000,10000,6,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,153,4,East,8109,True,True,False,False,8108
12,13,4,10000,10000,10000,5,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,153,4,East,8108,True,True,False,False,8107
13,13,4,10000,10000,10000,4,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,153,5,East,8107,True,True,True,False,8106
14,13,4,10000,10000,10000,3,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,153,5,East,8106,True,True,True,False,8105
15,13,4,10000,10000,10000,2,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,153,4,East,8105,True,True,False,False,8104
12,10,4,11,10,6,3,5,6,5,13,14,6,13,12,True,True,True,True,Stop,North,East,Stop,1,7,East,-1,True,True,True,True,-2
13,10,4,13,10,6,2,4,6,5,12,14,5,13,12,True,True,True,True,West,South,South,Stop,1,6,East,-2,True,True,True,True,-3
14,10,4,13,12,4,4,5,6,4,12,14,6,13,12,True,True,True,True,East,West,North,West,1,5,East,-3,True,True,True,True,-4
15,10,4,13,14,6,4,6,6,4,13,14,5,12,12,True,True,True,True,East,North,South,East,1,4,East,-4,True,True,True,True,-5
16,10,4,13,16,8,6,7,6,4,14,13,5,13,12,True,True,True,True,East,North,West,North,1,3,East,-5,True,True,True,True,-6
17,10,4,13,16,9,8,7,7,5,14,13,5,13,13,True,True,True,True,North,East,West,North,1,2,East,-6,True,True,True,True,-7
18,10,4,15,16,11,10,7,6,5,13,12,5,13,14,True,True,True,True,South,South,West,West,1,1,South,-7,False,True,True,True,92
18,9,4,15,18,11,12,7,5,4,13,11,5,12,14,True,True,True,True,South,West,West,West,0,-1,South,92,False,True,True,True,91
18,8,4,14,18,10,12,7,5,4,12,11,5,11,14,True,True,True,True,South,South,West,South,0,-1,South,91,False,True,True,True,90
18,7,4,14,20,8,13,6,5,3,12,11,6,11,13,True,True,True,True,West,West,North,South,0,-1,South,90,False,True,True,True,89
18,6,4,12,21,8,15,7,5,3,12,10,6,11,13,True,True,True,True,East,West,West,West,0,-1,West,89,False,True,True,True,88
17,6,4,11,19,6,15,7,5,3,11,11,6,10,13,True,True,True,True,East,South,East,North,0,-1,West,88,True,True,True,True,87
16,6,4,10,17,6,14,7,5,4,11,11,5,10,14,True,True,True,True,East,East,South,North,0,-1,West,87,True,True,True,True,86
15,6,4,8,17,5,14,8,5,3,11,11,5,10,14,True,True,True,True,East,West,South,West,0,-1,West,86,True,True,True,True,85
14,6,4,6,16,3,14,9,5,3,11,11,6,9,14,True,True,True,True,East,West,North,West,0,-1,West,85,True,True,True,True,84
13,6,4,6,16,1,13,9,4,3,12,12,6,8,14,True,True,True,True,South,North,East,West,0,-1,West,84,True,True,True,True,283
12,6,4,6,15,10000,11,9,3,3,12,5,1,8,14,True,True,False,True,South,North,Stop,East,0,-1,West,283,True,True,True,True,282
11,6,4,6,13,10000,10,8,3,4,12,5,1,9,14,True,True,False,True,West,East,Stop,East,0,-1,West,282,True,True,True,True,281
10,6,4,4,11,10000,10,9,3,5,12,5,1,9,14,True,True,False,True,East,East,Stop,West,0,-1,South,281,True,True,True,True,280
10,5,4,2,11,10000,11,9,4,6,12,5,1,8,14,True,True,False,True,North,East,Stop,West,0,-1,South,280,True,True,True,True,279
10,4,4,2,13,10000,11,8,4,5,12,5,1,8,14,True,True,False,True,West,West,Stop,South,0,-1,West,279,True,True,True,True,278
9,4,4,1,11,10000,10,8,4,6,12,5,1,8,13,True,True,False,True,West,East,Stop,South,0,-1,West,278,True,True,True,True,477
8,4,4,10000,11,10000,10,1,1,6,13,5,1,8,13,False,True,False,True,Stop,North,Stop,East,0,-1,West,477,True,True,True,True,476
7,4,4,10000,10,10000,10,1,1,6,13,5,1,9,13,False,True,False,True,Stop,North,Stop,South,0,-1,West,476,True,True,True,True,475
6,4,4,10000,10,10000,12,1,1,7,13,5,1,9,12,False,True,False,True,Stop,East,Stop,East,0,-1,North,475,True,True,True,True,474
6,5,4,10000,9,10000,10,1,1,7,13,5,1,10,12,False,True,False,True,Stop,East,Stop,South,0,-1,North,474,True,True,True,True,473
6,6,4,10000,9,10000,10,1,1,7,14,5,1,10,11,False,True,False,True,Stop,North,Stop,North,0,-1,East,473,True,True,True,True,472
7,6,4,10000,9,10000,9,1,1,6,14,5,1,10,12,False,True,False,True,Stop,West,Stop,North,0,-1,East,472,True,True,True,True,471
8,6,4,10000,10,10000,9,1,1,6,14,5,1,10,12,False,True,False,True,Stop,West,Stop,East,0,-1,East,471,True,True,True,True,470
9,6,4,10000,10,10000,7,1,1,7,14,5,1,11,12,False,True,False,True,Stop,East,Stop,West,0,-1,East,470,True,True,True,True,469
10,6,4,10000,10,10000,7,1,1,7,13,5,1,10,12,False,True,False,True,Stop,South,Stop,North,0,-1,North,469,True,True,True,True,468
10,7,4,10000,8,10000,7,1,1,8,13,5,1,10,13,False,True,False,True,Stop,East,Stop,North,0,-1,North,468,True,True,True,True,467
10,8,4,10000,6,10000,6,1,1,9,13,5,1,10,14,False,True,False,True,Stop,East,Stop,North,0,-1,North,467,True,True,True,True,466
10,9,4,10000,4,10000,4,1,1,9,12,5,1,10,14,False,True,False,True,Stop,South,Stop,South,0,-1,North,466,True,True,True,True,465
10,10,4,10000,4,10000,4,1,1,8,12,5,1,10,13,False,True,False,True,Stop,West,Stop,North,0,-1,North,465,True,True,True,True,464
10,11,4,10000,3,10000,4,1,1,8,12,5,1,10,14,False,True,False,True,Stop,West,Stop,West,0,-1,North,464,True,True,True,True,463
10,12,4,10000,1,10000,4,1,1,9,12,5,1,9,14,False,True,False,True,Stop,East,Stop,West,0,-1,North,463,True,True,True,True,462
10,13,4,10000,1,10000,2,1,1,9,13,5,1,8,14,False,True,False,True,Stop,North,Stop,South,0,-1,North,462,True,True,True,True,461
10,14,4,10000,3,10000,4,1,1,9,12,5,1,8,13,False,True,False,True,Stop,South,Stop,West,0,-1,West,461,True,True,False,True,460
9,14,4,10000,3,10000,4,1,1,8,12,5,1,7,13,False,True,False,True,Stop,West,Stop,South,0,-1,West,460,True,True,False,True,459
8,14,4,10000,2,10000,4,1,1,8,12,5,1,7,12,False,True,False,True,Stop,West,Stop,West,0,-1,West,459,True,True,False,True,458
7,14,4,10000,2,10000,2,1,1,8,13,5,1,6,12,False,True,False,True,Stop,North,Stop,North,0,-1,West,458,True,True,False,True,457
6,14,4,10000,2,10000,1,1,1,7,13,5,1,6,13,False,True,False,True,Stop,West,Stop,North,0,-1,South,457,True,True,False,True,656
6,13,4,10000,2,10000,10000,1,1,7,12,5,1,7,1,False,True,False,False,Stop,South,Stop,Stop,0,-1,South,656,True,True,True,True,655
6,12,4,10000,2,10000,10000,1,1,8,12,5,1,7,1,False,True,False,False,Stop,East,Stop,Stop,0,-1,East,655,True,True,True,True,654
1,11,4,10,6,7,17,5,5,5,9,8,11,14,6,True,True,True,True,West,West,Stop,North,2,14,East,-1,True,False,False,True,-2
2,11,4,10,6,5,17,6,5,6,9,7,11,14,7,True,True,True,True,East,East,West,East,2,13,East,-2,True,True,False,False,-3
3,11,4,10,6,5,17,7,5,6,8,8,11,15,7,True,True,True,True,East,South,East,East,2,12,East,-3,True,True,False,False,-4
4,11,4,10,4,5,15,7,4,6,9,9,11,16,7,True,True,True,True,South,North,East,West,2,11,East,-4,True,True,False,False,-5
5,11,4,8,4,5,13,6,4,7,9,10,11,15,7,True,True,True,True,West,East,East,North,2,10,East,-5,True,True,False,True,-6
6,11,4,8,4,5,12,5,4,8,9,11,11,15,8,True,True,True,True,West,East,East,North,2,9,East,-6,True,True,False,True,-7
7,11,4,8,3,5,10,5,5,8,9,11,10,15,8,True,True,True,True,North,East,South,West,2,8,East,-7,True,True,False,False,-8
8,11,4,10,3,3,8,5,4,8,8,10,10,14,8,True,True,True,True,South,South,West,North,2,7,East,-8,True,True,False,False,-9
9,11,4,12,3,3,8,4,4,8,9,11,10,14,9,True,True,True,True,West,North,East,East,2,6,East,-9,True,True,False,False,-10
10,11,4,14,3,1,8,4,3,9,9,10,10,15,9,True,True,True,True,South,East,West,South,2,5,South,-10,True,True,False,True,189
10,10,4,13,3,10000,8,4,3,9,8,5,1,15,8,True,True,False,True,South,South,Stop,East,2,4,South,189,True,False,True,True,188
10,9,4,13,3,10000,6,3,3,9,7,5,1,16,8,True,True,False,True,West,South,Stop,North,2,3,South,188,True,True,True,True,187
10,8,4,11,3,10000,6,3,4,8,7,5,1,16,9,True,True,False,True,North,West,Stop,South,2,2,South,187,False,True,True,True,186
10,7,4,11,2,10000,8,2,4,8,7,5,1,16,8,True,True,False,True,West,West,Stop,North,2,1,South,186,False,True,True,True,285
10,6,4,11,4,10000,9,2,3,8,8,5,1,16,9,True,True,False,True,South,North,Stop,North,1,8,South,285,False,True,True,True,284
10,5,4,11,4,10000,10,1,3,8,7,5,1,16,9,True,True,False,True,West,South,Stop,North,1,9,West,284,True,True,True,True,283
9,5,4,10,4,10000,10,1,3,8,8,5,1,16,9,True,True,False,True,West,North,Stop,West,1,10,West,283,True,True,True,True,282
8,5,4,9,4,10000,10,1,3,9,8,5,1,15,9,True,True,False,True,West,East,Stop,South,1,11,West,282,True,True,True,True,281
7,5,4,7,6,10000,11,1,4,9,9,5,1,15,8,True,True,False,True,North,North,Stop,South,1,12,West,281,True,True,False,True,280
6,5,4,5,6,10000,13,2,4,9,8,5,1,15,8,True,True,False,True,East,South,Stop,East,1,13,West,280,True,True,False,True,279
5,5,4,3,6,10000,15,2,5,8,8,5,1,16,8,True,True,False,True,North,West,Stop,North,1,14,West,279,True,True,False,True,278
4,5,4,3,6,10000,15,1,5,8,7,5,1,16,9,True,True,False,True,West,South,Stop,West,1,15,West,278,True,True,False,True,277
3,5,4,2,8,10000,17,1,5,9,7,5,1,15,9,True,True,False,True,West,East,Stop,East,1,16,West,277,True,True,False,True,476
2,5,4,10000,10,10000,19,1,1,10,7,5,1,16,9,False,True,False,True,Stop,East,Stop,East,1,17,West,476,True,True,False,True,475
1,5,4,10000,8,10000,18,1,1,8,6,5,1,16,8,False,True,False,True,Stop,West,Stop,South,1,18,North,473,True,False,True,True,472
1,6,4,10000,8,10000,18,1,1,8,5,5,1,16,8,False,True,False,True,Stop,South,Stop,North,1,17,North,472,False,False,True,True,471
1,7,4,10000,8,10000,16,1,1,8,6,5,1,16,9,False,True,False,True,Stop,North,Stop,West,1,16,North,471,True,False,True,True,470
1,8,4,10000,9,10000,14,1,1,8,6,5,1,15,9,False,True,False,True,Stop,North,Stop,West,1,15,East,470,True,False,True,True,469
2,8,4,10000,9,10000,12,1,1,8,5,5,1,14,9,False,True,False,True,Stop,South,Stop,South,1,14,East,469,True,True,True,True,468
3,8,4,10000,7,10000,12,1,1,7,5,5,1,14,8,False,True,False,True,Stop,West,Stop,East,1,13,East,468,True,True,True,True,467
4,8,4,10000,7,10000,11,1,1,7,4,5,1,15,8,False,True,False,True,Stop,South,Stop,East,1,12,East,467,True,True,True,True,466
5,8,4,10000,5,10000,11,1,1,6,4,5,1,15,8,False,True,False,True,Stop,West,Stop,South,1,11,East,466,True,True,True,True,465
6,8,4,10000,5,10000,10,1,1,6,3,5,1,15,7,False,True,False,True,Stop,South,Stop,South,1,10,East,465,True,True,True,True,464
7,8,4,10000,6,10000,8,1,1,6,3,5,1,15,7,False,True,False,True,Stop,South,Stop,North,1,9,East,464,True,True,True,True,463
8,8,4,10000,6,10000,7,1,1,7,3,5,1,15,8,False,True,False,True,Stop,East,Stop,North,1,8,East,463,True,True,True,True,462
9,8,4,10000,8,10000,6,1,1,6,3,5,1,15,8,False,True,False,True,Stop,West,Stop,North,1,7,South,462,True,True,True,True,461
9,7,4,10000,6,10000,8,1,1,7,3,5,1,15,8,False,True,False,True,Stop,East,Stop,North,1,8,South,461,True,True,True,True,460
9,6,4,10000,4,10000,9,1,1,7,4,5,1,15,9,False,True,False,True,Stop,North,Stop,North,1,9,South,460,True,True,True,True,459
9,5,4,10000,4,10000,9,1,1,7,3,5,1,15,9,False,True,False,True,Stop,South,Stop,South,1,10,South,459,True,True,True,True,458
9,4,4,10000,3,10000,10,1,1,7,3,5,1,15,8,False,True,False,True,Stop,South,Stop,South,1,11,West,458,True,True,True,True,457
8,4,4,10000,3,10000,12,1,1,6,3,5,1,15,8,False,True,False,True,Stop,West,Stop,North,1,12,West,457,True,True,True,True,456
7,4,4,10000,2,10000,12,1,1,6,3,5,1,15,9,False,True,False,True,Stop,West,Stop,South,1,13,West,456,True,True,True,True,455
6,4,4,10000,1,10000,14,1,1,6,3,5,1,15,8,False,True,False,True,Stop,West,Stop,East,1,14,West,455,True,True,True,True,454
5,4,4,10000,3,10000,16,1,1,7,3,5,1,16,8,False,True,False,True,Stop,East,Stop,North,1,15,South,454,True,True,True,True,453
5,3,4,10000,3,10000,15,1,1,7,4,5,1,16,8,False,True,False,True,Stop,North,Stop,South,1,16,East,452,True,True,True,False,451
6,3,4,10000,1,10000,15,1,1,6,4,5,1,16,7,False,True,False,True,Stop,West,Stop,North,1,15,East,451,True,True,True,False,450
7,3,4,10000,1,10000,13,1,1,6,3,5,1,16,8,False,True,False,True,Stop,South,Stop,West,1,14,North,450,True,True,True,False,449
7,4,4,10000,1,10000,11,1,1,6,4,5,1,15,8,False,True,False,True,Stop,North,Stop,West,1,13,North,449,True,True,True,True,448
7,5,4,10000,1,10000,11,1,1,6,5,5,1,14,8,False,True,False,True,Stop,North,Stop,North,1,12,West,448,True,True,False,True,647
6,5,4,10000,10000,10000,11,1,1,3,1,5,1,14,9,False,False,False,True,Stop,Stop,Stop,South,1,13,West,647,True,True,False,True,646
5,5,4,10000,10000,10000,13,1,1,3,1,5,1,14,8,False,False,False,True,Stop,Stop,Stop,North,1,14,West,646,True,True,False,True,645
4,5,4,10000,10000,10000,13,1,1,3,1,5,1,14,9,False,False,False,True,Stop,Stop,Stop,West,1,15,East,645,True,True,False,True,644
5,5,4,10000,10000,10000,11,1,1,3,1,5,1,13,9,False,False,False,True,Stop,Stop,Stop,West,1,14,East,644,True,True,False,True,643
6,5,4,10000,10000,10000,9,1,1,3,1,5,1,12,9,False,False,False,True,Stop,Stop,Stop,South,1,13,East,643,True,True,False,True,642
7,5,4,10000,10000,10000,8,1,1,3,1,5,1,12,8,False,False,False,True,Stop,Stop,Stop,South,1,12,East,642,True,True,False,True,641
8,5,4,10000,10000,10000,8,1,1,3,1,5,1,12,8,False,False,False,True,Stop,Stop,Stop,North,1,11,East,641,True,True,True,True,640
9,5,4,10000,10000,10000,6,1,1,3,1,5,1,12,9,False,False,False,True,Stop,Stop,Stop,South,1,10,East,640,True,True,True,True,639
10,5,4,10000,10000,10000,5,1,1,3,1,5,1,12,8,False,False,False,True,Stop,Stop,Stop,South,1,9,East,639,True,True,True,True,638
11,5,4,10000,10000,10000,5,1,1,3,1,5,1,12,8,False,False,False,True,Stop,Stop,Stop,North,1,8,East,638,True,True,False,True,637
12,5,4,10000,10000,10000,5,1,1,3,1,5,1,12,9,False,False,False,True,Stop,Stop,Stop,East,1,7,East,637,True,True,False,False,636
13,5,4,10000,10000,10000,5,1,1,3,1,5,1,13,9,False,False,False,True,Stop,Stop,Stop,West,1,6,East,636,True,True,False,True,635
